	0
V_498	1.283464231488356
V_499	1.0706967505127696
V_500	1.047978645617396
V_501	1.0810339493637429
V_502	1.2948492918323933
V_503	1.9755999648740328
V_504	2.7691724216618683
V_505	1.3198309091187759
V_506	1.7081509610894627
V_507	2.1473614533998897
V_508	1.8712763597810445
V_509	1.9689228105420713
V_510	0.7361855776569728
V_511	1.0460690890617153
V_512	1.3192303107896153
V_513	3.4921165093515363
V_514	0.9677557797282011
V_515	1.0021286831216794
V_516	2.1123353697548577
V_517	1.8990309366660982
V_518	0.9748180278881244
V_519	1.6244978411414093
V_520	1.9899078818146743
V_521	2.225105943393119
V_522	1.3956004189049764
V_523	1.0814303910307392
V_524	1.6725508556226587
V_525	1.803731364757407
V_526	0.7338501464972349
V_527	2.419532149765569
V_528	1.2814150369278687
V_529	1.1023939228556991
V_530	1.4527346874533063
V_531	1.8957201069940863
V_532	2.715854548746491
V_533	1.218809914237666
V_534	1.410098136214387
V_535	2.115730906984867
V_536	1.241835957763188
V_537	1.38772363299042
V_538	1.2779706828735082
V_539	0.4451845891824554
V_540	1.6939452903122627
V_541	0.5630932383886446
V_542	1.6231115973264276
V_543	2.872738063490657
V_544	2.606964925574695
V_545	1.3757093651906074
V_546	1.4337228351576519
V_547	2.113667607387327
V_548	1.442678007183356
V_549	3.1907027694714167
V_550	1.5138946959029678
V_551	0.8483433995146986
V_552	1.2686205177687242
V_553	1.6748078326962186
V_554	1.9244612903092424
V_555	0.5963153832546886
V_556	0.22785674415580404
V_557	2.1704687860750678
V_558	1.7565760255189988
V_559	1.1138386208610365
V_560	1.613774795344007
V_561	1.5065403282241094
V_562	3.9103490568490384
V_563	2.2797505998493834
V_564	2.302927077087441
V_565	1.1651303845744791
V_566	2.5740287441275775
V_567	3.1033379701230404
V_568	2.9277204590067285
V_569	2.581881966971763
V_570	1.9890231286759346
V_571	2.3951730763838777
V_572	1.1621535120359607
V_573	2.5656451110360017
V_574	2.037767579474944
V_575	0.9542936548893635
V_576	2.133954817802142
V_577	2.5926946423335115
V_578	2.2651447480106808
V_579	3.81115169420454
V_580	2.435578995655938
V_581	2.4430461949531126
V_582	1.974408420634437
V_583	2.148290718079146
V_584	1.988416910833157
V_585	1.353854992850699
V_586	2.747614905098205
V_587	3.0184055061489605
V_588	1.1863363443408224
V_589	2.6406867420984623
V_590	1.596108595910792
V_591	2.094621854353422
V_592	1.3598310115348928
V_593	2.1359966435148854
V_594	3.1019987376522185
V_595	2.4630030030508623
V_596	2.229222163783957
V_597	2.4324307146614546
V_598	2.6422434788589064
V_599	2.9116479381606886
V_600	2.2240039085523935
V_601	2.291171809865163
V_602	1.542252723103531
V_603	1.5891581591887798
V_604	3.046763062217556
V_605	1.6966702405846996
V_606	2.883664472074692
V_607	3.2040674538411906
V_608	2.9468961222038144
V_609	1.6547850364655552
V_610	2.552179761898107
V_611	1.3279870252800798
V_612	2.622313975192351
V_613	2.517999256960711
V_614	1.8536004570084672
V_615	1.920005706731181
V_616	3.94629385605905
V_617	2.495737234853796
V_618	2.606453325697823
V_619	1.9577668001276471
V_620	2.713556297228274
V_621	2.9746233591820728
V_622	1.3225198050439126
V_623	1.51225448958757
V_624	1.214415230551431
V_625	1.8159218744229917
V_626	1.2590596179788047
V_627	3.2244506078148554
V_628	3.5286378275983834
V_629	0.4756340708425255
V_630	2.8269801033223683
V_631	2.488939649193866
V_632	1.9604797128294686
V_633	1.8297722593972199
V_634	1.4128836410897443
V_635	3.0025530084374044
V_636	2.5178559842070865
V_637	3.7653104259619887
V_638	1.4981326647001718
V_639	2.338852577550774
V_640	3.957567471619563
V_641	2.9001844115994144
V_642	1.310504120817635
V_643	3.6325210920013324
V_644	1.7325956563280225
V_645	2.467384260303071
V_646	2.830935891418815
V_647	3.4525707386959272
V_648	0.933384816830053
V_649	2.870224017427955
V_650	1.7594835354049843
V_651	2.9019860545458838
V_652	1.9496513758175888
V_653	1.5471403154748156
V_654	4.369367329950243
V_655	2.704988886335387
V_656	3.2284601105174198
V_657	1.8972395488353502
V_658	3.5104521825992
V_659	1.7976342430469812
V_660	3.1554630371807075
V_661	3.4636017175599543
V_662	3.720934321402969
V_663	3.6704205332009643
V_664	2.6154681565338653
V_665	2.93013545389263
V_666	1.5451501482577101
V_667	3.479662664019067
V_668	3.181256025821855
V_669	2.1500221340552312
V_670	3.1583722190298347
V_671	3.010002938138471
V_672	4.8340134734416225
V_673	2.070353315819604
V_674	3.0204017690828837
V_675	1.2966734973269889
V_676	1.8327807093568347
V_677	2.542780781355752
V_678	3.1303754084017408
V_679	2.6298345725315775
V_680	2.8622427937517316
V_681	3.684363874596365
V_682	3.475832141050202
V_683	3.492899227296008
V_684	3.1242640074607166
V_685	3.266284974621317
V_686	2.740755609101981
V_687	2.028760531499646
V_688	2.5386644305826755
V_689	1.651035768969995
V_690	3.018081150603766
V_691	2.612829162356718
V_692	1.9709571626340252
V_693	2.576982842835328
V_694	3.195359911181298
V_695	3.262489475738823
V_696	3.8523679073414137
V_697	2.3124740304899287
V_698	3.2212261205930273
V_699	1.8785779263088498
V_700	3.353771944539347
V_701	0.946187333811354
V_702	2.240560542397101
V_703	3.206224818717998
V_704	3.978265031433933
V_705	2.587727141384854
V_706	2.334361040545684
V_707	6.0851287225786574
V_708	3.0591728542940615
V_709	0.7628149065152452
V_710	6.034422651951221
V_711	7.5758923262124505
V_712	5.749161152239849
V_713	5.200311251578256
V_714	4.562555341288273
V_715	6.35552494138442
V_716	6.438176666232187
V_717	6.6045631489807075
V_718	6.849318480417918
V_719	7.8493585571015325
V_720	5.229223702087654
V_721	5.3195777199636165
V_722	7.161006815207136
V_723	9.513195484729426
V_724	8.783313110043306
V_725	5.4499146613685046
V_726	4.24495871653381
V_727	7.221869119119734
V_728	5.834377843389568
V_729	5.244353230586094
V_730	7.908203079465021
V_731	5.637579088397027
V_732	7.556564176998444
V_733	5.800777164879639
V_734	5.41413182198073
V_735	4.277353348113513
V_736	10.419416854495468
V_737	7.407763487904569
V_738	6.847240482977105
V_739	5.179422769031801
V_740	6.99114723665498
V_741	8.29365095738066
V_742	7.658778404131782
V_743	9.205678420190019
V_744	7.320736455769696
V_745	6.8040536751782765
V_746	5.496675876753254
V_747	8.597598447050565
V_748	5.584760779313435
V_749	6.4456695449028105
V_750	13.334137035260506
V_751	4.888786275060196
V_752	7.676841845979652
V_753	6.010727835920798
V_754	9.942104692213299
V_755	3.9270687195179192
V_756	5.1592221632744
V_757	8.002906095756362
V_758	6.7847506857355855
V_759	7.433628559199608
V_760	10.493176621478902
V_761	8.995144934020676
V_762	11.755302939073186
V_763	10.247710687025519
V_764	10.010047655536159
V_765	6.883559670987031
V_766	6.099971177616494
V_767	7.295590572385472
V_768	8.312934056148343
V_769	6.195546467661301
V_770	6.322296510883836
V_771	5.4605699320931596
V_772	4.605179883319455
V_773	5.4500762954444015
V_774	8.520715196930201
V_775	5.387705711016686
V_776	6.50241936148848
V_777	11.342855476623555
V_778	5.563255842864508
V_779	6.829657786151839
V_780	8.51215453084035
V_781	9.07555118584333
V_782	9.172966687978658
V_783	9.658051581376114
V_784	10.286951497849518
V_785	9.063497205579804
V_786	7.641166162237837
V_787	7.42449424380969
V_788	7.173027689908234
V_789	5.783200064881465
V_790	5.889551229238181
V_791	6.070873520351
V_792	5.554593461592964
V_793	6.65109987132886
V_794	7.344775096156583
V_795	6.8631520283169385
V_796	5.941682387467148
V_797	7.615541887103612
V_798	7.705873054604574
V_799	10.986394667490949
V_800	10.281150858337783
V_801	11.13284684756636
V_802	8.186015189168415
V_803	11.858368798096084
V_804	12.797018711795776
V_805	8.556064089598072
V_806	8.214133619171776
V_807	5.022998993883296
V_808	5.944845887811794
V_809	9.890294705666143
V_810	7.721234400161624
V_811	10.796184077504645
V_812	8.718952385399849
V_813	5.640329137340399
V_814	5.575463413577431
V_815	5.461254168708531
V_816	5.066360421035961
V_817	3.448824507274777
V_818	4.644983549802191
V_819	4.655151365143917
V_820	6.459541239393223
V_821	4.554519295780503
V_822	6.7050686495723415
V_823	6.421487293866024
V_824	6.362505774137354
V_825	4.976747662756431
V_826	5.3440481786222405
V_827	3.906915240585023
V_828	5.650619603862232
V_829	5.315757621148917
V_830	4.660315569496197
V_831	4.537153797520223
V_832	4.948161741577483
V_833	7.371720441500949
V_834	4.8972894333705455
V_835	5.332755827394456
V_836	4.772003616390193
V_837	4.380741104206219
V_838	7.0779653053704905
V_839	8.046196292304444
V_840	6.607097504848811
V_841	4.911303957007576
V_842	5.115546394433908
V_843	6.089205657224007
V_844	4.573690908715166
V_845	5.642098699565308
V_846	4.549958733479514
V_847	4.752458731573981
V_848	5.347628130781292
V_849	7.790562531769057
V_850	8.546185754492505
V_851	6.5555827419594985
V_852	7.9178013550516635
V_853	4.749247691069398
V_854	3.85935480749413
V_855	2.208689828698123
V_856	4.834957592760834
V_857	2.5951406908499166
V_858	5.284257066726687
V_859	4.03690964137829
V_860	3.6491424965306196
V_861	2.521663042885572
V_862	3.238981361496842
V_863	0.8008071022267544
V_864	3.419479168180123
V_865	0.7226838974630649
V_866	1.5614243098186453
V_867	2.4847213652113664
V_868	0.9381063734135878
V_869	1.2392798070382045
V_870	0.6352518962164049
V_871	3.0472870871740243
V_872	3.313990546505222
V_873	3.031710206610658
V_874	1.7070317921017768
V_875	1.2348016184524133
V_876	4.622561320290686
V_877	5.676845965540327
V_878	0.6839455416444447
V_879	6.26930986345623
V_880	2.3189381880544397
V_881	3.21853111742672
V_882	0.9630654139710526
V_883	4.795671608313992
V_884	5.285319255656048
V_885	6.460502067936083
V_886	1.513593529401105
V_887	3.920086131533594
V_888	5.689976460885523
V_889	6.810505678813383
V_890	5.006479079803307
V_891	4.363994946143361
V_892	6.719524002347738
V_893	8.775719111287929
V_894	6.8281243344147775
V_895	7.694156482673935
V_896	6.791166039659597
V_897	6.996457570184777
V_898	11.368669145033309
V_899	8.909802151750647
V_900	6.746731011174842
V_901	9.111199603297486
V_902	11.05414523893274
V_903	8.421171004567663
V_904	9.610879564924469
V_905	12.908220313455118
V_906	19.85762729041031
V_907	6.447711219698016
V_908	11.721779757404647
V_909	8.812019039993235
V_910	18.50040704617257
V_911	13.650455788860054
V_912	18.40213338175376
V_913	18.70957222257769
V_914	13.119273403417422
V_915	18.88971542472371
V_916	18.23877040378762
V_917	4.590764544336834
V_918	3.2883065364430575
V_919	7.719099090908261
V_920	1.7264498323148827
V_921	4.792781877207095
V_922	5.694061156142093
V_923	8.413399664949361
V_924	2.924280342699269
V_925	5.397536788331374
V_926	8.78196639952813
V_927	2.2912313901638237
V_928	5.375082729580703
V_929	6.522768637884007
V_930	9.901744413510023
V_931	10.249807170121635
V_932	10.621549605855591
V_933	8.102914057970326
V_934	7.049042741882438
V_935	11.763375795476474
V_936	11.351042325422586
V_937	10.40223373022754
V_938	4.117228287802584
V_939	12.746505858277223
V_940	8.278621524711994
V_941	15.80777248866749
V_942	10.816329009075488
V_943	12.672119742106952
V_944	18.067639239868615
V_945	20.193910549705905
V_946	6.208700105312304
V_947	19.445696184426104
V_948	19.4192234604717
V_949	15.519839157329383
V_950	7.259511534616614
V_951	11.425178450222528
V_952	6.044656437745112
V_953	19.691156924971104
V_954	15.028413745819652
V_955	15.90406155377583
V_956	19.489160715550852
V_957	2.9266718073728453
V_958	12.170297659531427
V_959	15.144372985122995
V_960	17.884247020084672
V_961	15.719644011374685
V_962	17.807519997095675
V_963	5.224926127451261
V_964	2.2572726537999994
V_965	2.1055158375797873
V_966	1.9317579410162022
V_967	2.7182626603270656
V_968	4.219896213600848
V_969	4.875951227791266
V_970	5.616622670553348
V_971	1.4893422626490218
V_972	2.717824488814551
V_973	4.322548413958842
V_974	3.4016219226643285
V_975	4.741281606651852
V_976	4.655651386359486
V_977	7.301534256054412
V_978	2.39765035651006
V_979	2.243686844421278
V_980	4.465823977485941
V_981	8.344987071496629
V_982	5.11482793549761
V_983	2.533853367729256
V_984	6.0527959840345
V_985	4.830848155665727
V_986	3.99149955966457
V_987	5.293911693318716
V_988	6.348492669005227
V_989	3.4366425579903135
V_990	7.608077164944796
V_991	5.772607490567402
V_992	3.551842473878917
V_993	4.364151151591531
V_994	8.75496728284654
V_995	4.766936448196605
V_996	5.0041436443935865
V_997	8.30286054666778
V_998	6.369256579294422
V_999	6.809308762696382
V_1000	8.08595801448288
V_1001	7.076644207126769
V_1002	6.719414449295263
V_1003	15.249680173307095
V_1004	6.751144937008199
V_1005	5.162930616972114
V_1006	6.437272329441805
V_1007	8.46305425850606
V_1008	17.79284399095102
V_1009	5.626768301771226
V_1010	17.33223711816232
V_1011	6.628166650036583
V_1012	10.88595760419618
V_1013	9.666613902793907
V_1014	13.684074220890414
V_1015	14.607556374461092
V_1016	14.251463816182365
V_1017	11.159581453687764
V_1018	10.099094228575948
V_1019	7.291072247846495
V_1020	15.611926534063416
V_1021	15.80383982111426
V_1022	9.340528012105587
V_1023	1.443076160791351
V_1024	2.0863949738055187
V_1025	2.9883066282346977
V_1026	2.929533716248505
V_1027	4.312794130940267
V_1028	2.721268914776889
V_1029	5.961323259369895
V_1030	1.2443662077689748
V_1031	3.1500556498482517
V_1032	3.3939771952702733
V_1033	4.200932425500733
V_1034	5.852845500507451
V_1035	3.6052284204648326
V_1036	3.490987241160873
V_1037	4.092963354045784
V_1038	5.14498553351353
V_1039	5.90335508574967
V_1040	3.1860134611398405
V_1041	5.451559819998872
V_1042	3.94713037911595
V_1043	2.487821090092075
V_1044	5.327962457645246
V_1045	4.043741987042901
V_1046	5.2491795266242445
V_1047	2.6088498776395364
V_1048	3.757817301768795
V_1049	4.94074357215296
V_1050	5.999394440642237
V_1051	4.898967013397624
V_1052	1.9182136774819605
V_1053	10.793630443215543
V_1054	6.368210683855167
V_1055	6.633110048517846
V_1056	5.335091902546138
V_1057	7.232325210055308
V_1058	9.223944981799612
V_1059	7.411244560023764
V_1060	5.32359931804811
V_1061	9.969685590026023
V_1062	6.315256906331672
V_1063	5.410005604507399
V_1064	8.739031364231602
V_1065	4.6431972812988835
V_1066	11.395786240998628
V_1067	9.79800511518618
V_1068	9.80879672709737
V_1069	7.425068784642082
V_1070	6.880048329343538
V_1071	4.307054823125247
V_1072	8.68687070321521
V_1073	13.705539954295261
V_1074	13.010771875750656
V_1075	9.798142745026446
V_1076	9.904780425708033
V_1077	13.35049427765517
V_1078	11.202933198396664
V_1079	22.387914450152355
V_1080	13.416739606751383
V_1081	12.405553505234312
V_1082	8.930161304896536
V_1083	1.6319080887035189
V_1084	0.4341961274687036
V_1085	0.4399491479169048
V_1086	0.49178201434173086
V_1087	0.25295823384766614
V_1088	0.6181863607380154
V_1089	0.5467991314493281
V_1090	0.5100154690596689
V_1091	0.700844684392993
V_1092	1.9118673381890448
V_1093	0.4166491193396681
V_1094	0.4143955496828996
V_1095	0.723283049443861
V_1096	0.845791935242538
V_1097	0.5034977290681542
V_1098	0.5872853506325012
V_1099	0.36046254822909396
V_1100	0.4593570399667648
V_1101	1.6637372372639763
V_1102	0.486023994803801
V_1103	0.327096688686478
V_1104	0.3152739649949967
V_1105	0.3850056787117845
V_1106	0.4916779784266203
V_1107	0.13782372499559492
V_1108	0.19740581079684305
V_1109	0.4129553268540964
V_1110	0.1764481972075959
V_1111	0.4672870403918207
V_1112	0.30328733543447545
V_1113	0.2939881762302833
V_1114	0.3959058123836235
V_1115	0.6321162384586745
V_1116	0.20447365807491275
V_1117	0.6076012131784801
V_1118	0.20940346200423673
V_1119	1.2467629244439822
V_1120	0.6290388424964002
